"No.","Time","Source","Destination","Protocol","Length","Info"
"1794","50.752237045","172.217.166.1","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"1795","50.752243554","172.217.166.1","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"1796","50.752288184","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1028229 Win=465664 Len=0 TSval=1348200068 TSecr=241175178"
"1797","50.752461893","10.61.68.21","172.217.167.14","TLSv1.3","105","Application Data"
"1798","50.756285028","172.217.166.1","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"1799","50.756318907","172.217.166.1","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"1800","50.756339770","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1030931 Win=483840 Len=0 TSval=1348200072 TSecr=241175198"
"1801","50.756434661","172.217.166.1","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"1802","50.756480071","172.217.166.1","10.61.68.21","TLSv1.3","10874","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1803","50.756695910","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1044441 Win=485888 Len=0 TSval=1348200072 TSecr=241175308"
"1804","50.768600500","172.217.166.1","10.61.68.21","TLSv1.3","10874","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1805","50.768687871","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1055249 Win=485888 Len=0 TSval=1348200084 TSecr=241175378"
"1806","50.777090975","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1255856 Ack=7276 Win=58240 Len=0 TSval=174961082 TSecr=3371069655"
"1807","50.777121665","172.217.166.1","10.61.68.21","TLSv1.3","9523","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1808","50.777140701","172.217.166.1","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"1809","50.777216414","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1066057 Win=485888 Len=0 TSval=1348200093 TSecr=241175378"
"1810","50.777960133","172.217.166.1","10.61.68.21","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"1811","50.778030596","172.217.166.1","10.61.68.21","TCP","1417","443  >  43708 [ACK] Seq=1067408 Ack=1527 Win=64000 Len=1351 TSval=241175378 TSecr=1348200072 [TCP segment of a reassembled PDU]"
"1812","50.778086150","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1068759 Win=485888 Len=0 TSval=1348200094 TSecr=241175378"
"1813","50.783692860","172.217.166.1","10.61.68.21","TLSv1.3","4119","Application Data, Application Data, Application Data"
"1814","50.783730793","172.217.166.1","10.61.68.21","TLSv1.3","5470","Application Data, Application Data, Application Data, Application Data"
"1815","50.783742191","172.217.166.1","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"1816","50.783771471","172.217.166.1","10.61.68.21","TLSv1.3","10874","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1817","50.783781599","172.217.166.1","10.61.68.21","TLSv1.3","1417","Application Data, Application Data"
"1818","50.783863048","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1093077 Win=461696 Len=0 TSval=1348200100 TSecr=241175378"
"1819","50.784023657","172.217.166.1","10.61.68.21","TCP","6821","443  >  43708 [ACK] Seq=1093077 Ack=1527 Win=64000 Len=6755 TSval=241175398 TSecr=1348200093 [TCP segment of a reassembled PDU]"
"1820","50.784053162","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1099832 Win=477696 Len=0 TSval=1348200100 TSecr=241175398"
"1821","50.794238904","172.217.166.1","10.61.68.21","TCP","2768","443  >  43708 [ACK] Seq=1099832 Ack=1527 Win=64000 Len=2702 TSval=241175398 TSecr=1348200093 [TCP segment of a reassembled PDU]"
"1822","50.794273474","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1102534 Win=483840 Len=0 TSval=1348200110 TSecr=241175398"
"1823","50.795118801","172.217.166.1","10.61.68.21","TCP","2768","443  >  43708 [ACK] Seq=1102534 Ack=1527 Win=64000 Len=2702 TSval=241175398 TSecr=1348200094 [TCP segment of a reassembled PDU]"
"1824","50.795147357","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1105236 Win=483840 Len=0 TSval=1348200111 TSecr=241175398"
"1825","50.795187926","172.217.166.1","10.61.68.21","TLSv1.3","8172","Application Data [TCP segment of a reassembled PDU]"
"1826","50.795212593","172.217.166.1","10.61.68.21","TCP","5470","443  >  43708 [ACK] Seq=1113342 Ack=1527 Win=64000 Len=5404 TSval=241175408 TSecr=1348200100 [TCP segment of a reassembled PDU]"
"1827","50.795230627","172.217.166.1","10.61.68.21","TCP","2768","443  >  43708 [ACK] Seq=1118746 Ack=1527 Win=64000 Len=2702 TSval=241175408 TSecr=1348200100 [TCP segment of a reassembled PDU]"
"1828","50.795275943","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1121448 Win=467712 Len=0 TSval=1348200111 TSecr=241175408"
"1829","50.806042471","172.217.166.1","10.61.68.21","TLSv1.3","9523","Application Data, Application Data"
"1830","50.806084393","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1130905 Win=473600 Len=0 TSval=1348200122 TSecr=241175408"
"1831","50.806119217","172.217.166.1","10.61.68.21","TCP","1417","443  >  43708 [ACK] Seq=1130905 Ack=1527 Win=64000 Len=1351 TSval=241175408 TSecr=1348200100 [TCP segment of a reassembled PDU]"
"1832","50.806521776","172.217.166.1","10.61.68.21","TCP","5470","443  >  43708 [ACK] Seq=1132256 Ack=1527 Win=64000 Len=5404 TSval=241175408 TSecr=1348200100 [TCP segment of a reassembled PDU]"
"1833","50.806550205","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1137660 Win=479744 Len=0 TSval=1348200122 TSecr=241175408"
"1834","50.806582295","172.217.166.1","10.61.68.21","TCP","2768","443  >  43708 [ACK] Seq=1137660 Ack=1527 Win=64000 Len=2702 TSval=241175408 TSecr=1348200110 [TCP segment of a reassembled PDU]"
"1835","50.806683235","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1140362 Win=485888 Len=0 TSval=1348200122 TSecr=241175408"
"1836","50.811993718","172.217.166.1","10.61.68.21","TLSv1.3","13576","Application Data [TCP segment of a reassembled PDU]"
"1837","50.812138320","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1153872 Win=485888 Len=0 TSval=1348200128 TSecr=241175418"
"1838","50.812419104","172.217.166.1","10.61.68.21","TLSv1.3","5470","Application Data, Application Data"
"1839","50.812544830","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1159276 Win=485888 Len=0 TSval=1348200128 TSecr=241175418"
"1840","50.822452980","172.217.166.1","10.61.68.21","TCP","8172","443  >  43708 [ACK] Seq=1159276 Ack=1527 Win=64000 Len=8106 TSval=241175428 TSecr=1348200122 [TCP segment of a reassembled PDU]"
"1841","50.822620748","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1167382 Win=485888 Len=0 TSval=1348200138 TSecr=241175428"
"1842","50.822899796","172.217.166.1","10.61.68.21","TCP","1417","443  >  43708 [ACK] Seq=1167382 Ack=1527 Win=64000 Len=1351 TSval=241175428 TSecr=1348200122 [TCP segment of a reassembled PDU]"
"1843","50.822944092","172.217.166.1","10.61.68.21","TCP","4119","443  >  43708 [ACK] Seq=1168733 Ack=1527 Win=64000 Len=4053 TSval=241175428 TSecr=1348200122 [TCP segment of a reassembled PDU]"
"1844","50.822958501","172.217.166.1","10.61.68.21","TLSv1.3","2768","Application Data [TCP segment of a reassembled PDU]"
"1845","50.822974610","172.217.166.1","10.61.68.21","TCP","2768","443  >  43708 [ACK] Seq=1175488 Ack=1527 Win=64000 Len=2702 TSval=241175428 TSecr=1348200122 [TCP segment of a reassembled PDU]"
"1846","50.822974567","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1172786 Win=483840 Len=0 TSval=1348200139 TSecr=241175428"
"1847","50.823002955","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1178190 Win=485888 Len=0 TSval=1348200139 TSecr=241175428"
"1848","50.829960617","172.217.166.1","10.61.68.21","TCP","2768","443  >  43708 [ACK] Seq=1178190 Ack=1527 Win=64000 Len=2702 TSval=241175428 TSecr=1348200128 [TCP segment of a reassembled PDU]"
"1849","50.830006807","172.217.166.1","10.61.68.21","TCP","8172","443  >  43708 [ACK] Seq=1180892 Ack=1527 Win=64000 Len=8106 TSval=241175428 TSecr=1348200128 [TCP segment of a reassembled PDU]"
"1850","50.830030861","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1180892 Win=483200 Len=0 TSval=1348200146 TSecr=241175428"
"1851","50.830066790","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1188998 Win=485888 Len=0 TSval=1348200146 TSecr=241175428"
"1852","50.830440922","172.217.166.1","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"1853","50.830484081","172.217.166.1","10.61.68.21","TCP","5470","443  >  43708 [ACK] Seq=1191700 Ack=1527 Win=64000 Len=5404 TSval=241175428 TSecr=1348200128 [TCP segment of a reassembled PDU]"
"1854","50.830497311","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1191700 Win=485888 Len=0 TSval=1348200146 TSecr=241175428"
"1855","50.830575259","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1197104 Win=485888 Len=0 TSval=1348200146 TSecr=241175428"
"1856","50.834739681","172.217.166.1","10.61.68.21","TCP","8172","443  >  43708 [ACK] Seq=1197104 Ack=1527 Win=64000 Len=8106 TSval=241175438 TSecr=1348200138 [TCP segment of a reassembled PDU]"
"1857","50.834773707","172.217.166.1","10.61.68.21","TLSv1.3","2768","Application Data [TCP segment of a reassembled PDU]"
"1858","50.834813382","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1207912 Win=485888 Len=0 TSval=1348200151 TSecr=241175438"
"1859","50.835234355","172.217.166.1","10.61.68.21","TCP","2768","443  >  43708 [ACK] Seq=1207912 Ack=1527 Win=64000 Len=2702 TSval=241175438 TSecr=1348200139 [TCP segment of a reassembled PDU]"
"1860","50.835274143","172.217.166.1","10.61.68.21","TCP","4119","443  >  43708 [ACK] Seq=1210614 Ack=1527 Win=64000 Len=4053 TSval=241175438 TSecr=1348200139 [TCP segment of a reassembled PDU]"
"1861","50.835284999","172.217.166.1","10.61.68.21","TCP","1417","443  >  43708 [ACK] Seq=1214667 Ack=1527 Win=64000 Len=1351 TSval=241175438 TSecr=1348200139 [TCP segment of a reassembled PDU]"
"1862","50.835289194","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1210614 Win=483200 Len=0 TSval=1348200151 TSecr=241175438"
"1863","50.835315640","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1216018 Win=485888 Len=0 TSval=1348200151 TSecr=241175438"
"1864","50.838410948","172.217.166.1","10.61.68.21","TCP","2768","443  >  43708 [ACK] Seq=1216018 Ack=1527 Win=64000 Len=2702 TSval=241175448 TSecr=1348200146 [TCP segment of a reassembled PDU]"
"1865","50.838463564","172.217.166.1","10.61.68.21","TLSv1.3","8172","Application Data, Application Data"
"1866","50.838577870","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1226826 Win=485888 Len=0 TSval=1348200154 TSecr=241175448"
"1867","50.839030022","172.217.166.1","10.61.68.21","TCP","4119","443  >  43708 [ACK] Seq=1226826 Ack=1527 Win=64000 Len=4053 TSval=241175448 TSecr=1348200146 [TCP segment of a reassembled PDU]"
"1868","50.839073318","172.217.166.1","10.61.68.21","TCP","5470","443  >  43708 [ACK] Seq=1230879 Ack=1527 Win=64000 Len=5404 TSval=241175448 TSecr=1348200146 [TCP segment of a reassembled PDU]"
"1869","50.839199244","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1236283 Win=485888 Len=0 TSval=1348200155 TSecr=241175448"
"1870","50.849117578","172.217.166.1","10.61.68.21","TLSv1.3","6821","Application Data [TCP segment of a reassembled PDU]"
"1871","50.849290350","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1243038 Win=485888 Len=0 TSval=1348200165 TSecr=241175458"
"1872","50.856415694","172.217.166.1","10.61.68.21","TCP","4119","443  >  43708 [ACK] Seq=1243038 Ack=1527 Win=64000 Len=4053 TSval=241175458 TSecr=1348200151 [TCP segment of a reassembled PDU]"
"1873","50.856464582","172.217.166.1","10.61.68.21","TCP","8172","443  >  43708 [ACK] Seq=1247091 Ack=1527 Win=64000 Len=8106 TSval=241175458 TSecr=1348200151 [TCP segment of a reassembled PDU]"
"1874","50.856477986","172.217.166.1","10.61.68.21","TLSv1.3","2768","Application Data, Application Data"
"1875","50.856590805","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1257899 Win=485888 Len=0 TSval=1348200172 TSecr=241175458"
"1876","50.858574615","172.217.166.1","10.61.68.21","TLSv1.3","1638","Application Data, Application Data"
"1877","50.858693295","10.61.68.21","172.217.166.1","TCP","66","43708  >  443 [ACK] Seq=1527 Ack=1259471 Win=485888 Len=0 TSval=1348200174 TSecr=241175458"
"1878","50.859928611","10.61.68.21","172.217.166.1","TLSv1.3","105","Application Data"
"1879","50.865507532","172.217.166.1","10.61.68.21","TCP","66","443  >  43708 [ACK] Seq=1259471 Ack=1566 Win=63936 Len=0 TSval=241175478 TSecr=1348200176"
"1880","51.987302110","10.61.68.21","172.217.167.14","TLSv1.3","240","Application Data"
"1881","52.006425189","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1255856 Ack=7450 Win=58048 Len=0 TSval=174962312 TSecr=3371070890"
"1882","52.181510371","172.217.167.14","10.61.68.21","TLSv1.3","334","Application Data"
"1883","52.208085681","172.217.167.14","10.61.68.21","TCP","1417","443  >  59334 [ACK] Seq=1256124 Ack=7450 Win=58048 Len=1351 TSval=174962452 TSecr=3371070890 [TCP segment of a reassembled PDU]"
"1884","52.208131346","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=7450 Ack=1257475 Win=1005312 Len=0 TSval=3371071111 TSecr=174962452"
"1885","52.253253565","172.217.167.14","10.61.68.21","TLSv1.3","83","Application Data"
"1886","52.315873516","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=7450 Ack=1257492 Win=1005312 Len=0 TSval=3371071219 TSecr=174962452"
"1887","52.394411676","172.217.167.14","10.61.68.21","TCP","1417","443  >  59334 [ACK] Seq=1257492 Ack=7450 Win=58048 Len=1351 TSval=174962452 TSecr=3371070890 [TCP segment of a reassembled PDU]"
"1888","52.394439435","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=7450 Ack=1258843 Win=1005312 Len=0 TSval=3371071297 TSecr=174962452"
"1889","52.407649448","172.217.167.14","10.61.68.21","TLSv1.3","161","Application Data, Application Data, Application Data"
"1890","52.407676650","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=7450 Ack=1258938 Win=1005312 Len=0 TSval=3371071310 TSecr=174962452"
"1891","52.407699176","172.217.167.14","10.61.68.21","TLSv1.3","105","Application Data"
"1892","52.407707585","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=7450 Ack=1258977 Win=1005312 Len=0 TSval=3371071311 TSecr=174962452"
"1893","52.408693635","10.61.68.21","172.217.167.14","TLSv1.3","105","Application Data"
"1894","52.416891431","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1258977 Ack=7489 Win=57984 Len=0 TSval=174962732 TSecr=3371071311"
"1895","55.772372629","10.61.68.21","172.217.167.14","TCP","66","59332  >  443 [FIN, ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3371074675 TSecr=2041452984"
"1896","55.773246492","10.61.68.21","192.168.108.122","DNS","90","Standard query 0xa7ef A clients4.google.com OPT"
"1897","55.815986930","172.217.167.14","10.61.68.21","TCP","66","443  >  59332 [ACK] Seq=1 Ack=2 Win=65472 Len=0 TSval=2041465374 TSecr=3371074675"
"1898","55.913762380","192.168.108.122","10.61.68.21","DNS","130","Standard query response 0xa7ef A clients4.google.com CNAME clients.l.google.com A 216.58.200.174 OPT"
"1899","55.914668069","10.61.68.21","216.58.200.174","TCP","74","44760  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=586763705 TSecr=0 WS=128"
"1900","55.923583968","216.58.200.174","10.61.68.21","TCP","74","443  >  44760 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1363 WS=64 SACK_PERM=1 TSval=4285184935 TSecr=586763705"
"1901","55.923665003","10.61.68.21","216.58.200.174","TCP","66","44760  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=586763714 TSecr=4285184935"
"1902","55.924282341","10.61.68.21","216.58.200.174","TLSv1.3","647","Client Hello"
"1903","55.951365669","216.58.200.174","10.61.68.21","TCP","66","443  >  44760 [ACK] Seq=1 Ack=582 Win=64896 Len=0 TSval=4285184945 TSecr=586763715"
"1904","55.951411178","216.58.200.174","10.61.68.21","TLSv1.3","278","Server Hello, Change Cipher Spec, Application Data"
"1905","55.951448317","10.61.68.21","216.58.200.174","TCP","66","44760  >  443 [ACK] Seq=582 Ack=213 Win=64128 Len=0 TSval=586763742 TSecr=4285184965"
"1906","55.952098146","10.61.68.21","216.58.200.174","TLSv1.3","130","Change Cipher Spec, Application Data"
"1907","55.954046748","10.61.68.21","216.58.200.174","TLSv1.3","152","Application Data"
"1908","55.954152070","10.61.68.21","216.58.200.174","TLSv1.3","569","Application Data"
"1909","55.954328691","10.61.68.21","216.58.200.174","TCP","1417","44760  >  443 [ACK] Seq=1235 Ack=213 Win=64128 Len=1351 TSval=586763745 TSecr=4285184965 [TCP segment of a reassembled PDU]"
"1910","55.954342688","10.61.68.21","216.58.200.174","TLSv1.3","243","Application Data"
"1911","55.963275370","216.58.200.174","10.61.68.21","TCP","66","443  >  44760 [ACK] Seq=213 Ack=646 Win=64832 Len=0 TSval=4285184975 TSecr=586763743"
"1912","55.963319114","216.58.200.174","10.61.68.21","TCP","66","443  >  44760 [ACK] Seq=213 Ack=732 Win=64768 Len=0 TSval=4285184975 TSecr=586763745"
"1913","55.963333954","216.58.200.174","10.61.68.21","TCP","66","443  >  44760 [ACK] Seq=213 Ack=1235 Win=64256 Len=0 TSval=4285184975 TSecr=586763745"
"1914","55.963343600","216.58.200.174","10.61.68.21","TCP","66","443  >  44760 [ACK] Seq=213 Ack=2586 Win=62912 Len=0 TSval=4285184975 TSecr=586763745"
"1915","55.963352565","216.58.200.174","10.61.68.21","TCP","66","443  >  44760 [ACK] Seq=213 Ack=2763 Win=62720 Len=0 TSval=4285184975 TSecr=586763745"
"1916","55.974367696","216.58.200.174","10.61.68.21","TLSv1.3","630","Application Data, Application Data"
"1917","55.974418969","216.58.200.174","10.61.68.21","TLSv1.3","97","Application Data"
"1918","55.974565696","10.61.68.21","216.58.200.174","TCP","66","44760  >  443 [ACK] Seq=2763 Ack=808 Win=64128 Len=0 TSval=586763765 TSecr=4285184985"
"1919","55.974792180","10.61.68.21","216.58.200.174","TLSv1.3","97","Application Data"
"1920","56.006760399","216.58.200.174","10.61.68.21","TCP","66","443  >  44760 [ACK] Seq=808 Ack=2794 Win=62720 Len=0 TSval=4285185025 TSecr=586763766"
"1921","56.497835479","216.58.200.174","10.61.68.21","TLSv1.3","466","Application Data"
"1922","56.497881739","216.58.200.174","10.61.68.21","TLSv1.3","742","Application Data"
"1923","56.497894270","216.58.200.174","10.61.68.21","TLSv1.3","346","Application Data"
"1924","56.497902778","216.58.200.174","10.61.68.21","TLSv1.3","289","Application Data"
"1925","56.497910619","216.58.200.174","10.61.68.21","TLSv1.3","105","Application Data"
"1926","56.498032771","10.61.68.21","216.58.200.174","TCP","66","44760  >  443 [ACK] Seq=2794 Ack=2426 Win=64128 Len=0 TSval=586764289 TSecr=4285185155"
"1927","56.499354828","10.61.68.21","216.58.200.174","TLSv1.3","105","Application Data"
"1928","56.526785666","216.58.200.174","10.61.68.21","TCP","66","443  >  44760 [ACK] Seq=2426 Ack=2833 Win=62656 Len=0 TSval=4285185535 TSecr=586764290"
"1929","58.506282313","10.61.68.21","192.168.108.122","DNS","96","Standard query 0x8a0c A vortex.data.microsoft.com OPT"
"1930","58.506370913","10.61.68.21","192.168.108.122","DNS","96","Standard query 0xc554 AAAA vortex.data.microsoft.com OPT"
"1931","58.546000206","172.217.167.14","10.61.68.21","TCP","66","443  >  59332 [FIN, ACK] Seq=1 Ack=2 Win=65472 Len=0 TSval=2041468134 TSecr=3371074675"
"1932","58.546052400","10.61.68.21","172.217.167.14","TCP","66","59332  >  443 [ACK] Seq=2 Ack=2 Win=64256 Len=0 TSval=3371077449 TSecr=2041468134"
"1933","58.547103482","192.168.108.122","10.61.68.21","DNS","205","Standard query response 0x8a0c A vortex.data.microsoft.com CNAME asimov.vortex.data.microsoft.com.akadns.net CNAME geo.vortex.data.microsoft.com.akadns.net CNAME hk2.vortex.data.microsoft.com.akadns.net A 111.221.29.254 OPT"
"1934","58.563762369","192.168.108.122","10.61.68.21","DNS","252","Standard query response 0xc554 AAAA vortex.data.microsoft.com CNAME asimov.vortex.data.microsoft.com.akadns.net CNAME geo.vortex.data.microsoft.com.akadns.net CNAME hk2.vortex.data.microsoft.com.akadns.net SOA internal.akadns.net OPT"
"1935","58.564609086","10.61.68.21","192.168.108.122","DNS","111","Standard query 0x74e9 AAAA hk2.vortex.data.microsoft.com.akadns.net OPT"
"1936","58.594594277","192.168.108.122","10.61.68.21","DNS","177","Standard query response 0x74e9 AAAA hk2.vortex.data.microsoft.com.akadns.net SOA internal.akadns.net OPT"
"1937","58.595311947","10.61.68.21","111.221.29.254","TCP","74","60846  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4279856812 TSecr=0 WS=128"
"1938","58.603208246","111.221.29.254","10.61.68.21","TCP","74","443  >  60846 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1363 WS=64 SACK_PERM=1 TSval=1141369423 TSecr=4279856812"
"1939","58.603281535","10.61.68.21","111.221.29.254","TCP","66","60846  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4279856820 TSecr=1141369423"
"1940","58.603516710","10.61.68.21","111.221.29.254","TLSv1.2","267","Client Hello"
"1941","58.608544372","111.221.29.254","10.61.68.21","TCP","66","443  >  60846 [ACK] Seq=1 Ack=202 Win=65280 Len=0 TSval=1141369433 TSecr=4279856820"
"1942","59.367406582","10.61.68.21","172.217.167.14","TLSv1.3","892","Application Data"
"1943","59.367509836","10.61.68.21","172.217.167.14","TCP","1417","59334  >  443 [ACK] Seq=8315 Ack=1258977 Win=1005312 Len=1351 TSval=3371078270 TSecr=174962732 [TCP segment of a reassembled PDU]"
"1944","59.367518159","10.61.68.21","172.217.167.14","TCP","1417","59334  >  443 [ACK] Seq=9666 Ack=1258977 Win=1005312 Len=1351 TSval=3371078270 TSecr=174962732 [TCP segment of a reassembled PDU]"
"1945","59.367609963","10.61.68.21","172.217.167.14","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"1946","59.367616192","10.61.68.21","172.217.167.14","TCP","1417","59334  >  443 [ACK] Seq=12368 Ack=1258977 Win=1005312 Len=1351 TSval=3371078270 TSecr=174962732 [TCP segment of a reassembled PDU]"
"1947","59.373624071","10.61.68.21","172.217.167.14","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"1948","59.373642590","10.61.68.21","172.217.167.14","TCP","1417","59334  >  443 [ACK] Seq=15070 Ack=1258977 Win=1005312 Len=1351 TSval=3371078276 TSecr=174962732 [TCP segment of a reassembled PDU]"
"1949","59.417554663","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1258977 Ack=8315 Win=57216 Len=0 TSval=174969692 TSecr=3371078270"
"1950","59.417612214","10.61.68.21","172.217.167.14","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"1951","59.417640178","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1258977 Ack=9666 Win=55808 Len=0 TSval=174969692 TSecr=3371078270"
"1952","59.417652149","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1258977 Ack=11017 Win=54464 Len=0 TSval=174969702 TSecr=3371078270"
"1953","59.417671072","10.61.68.21","172.217.167.14","TCP","1417","59334  >  443 [ACK] Seq=17772 Ack=1258977 Win=1005312 Len=1351 TSval=3371078320 TSecr=174969702 [TCP segment of a reassembled PDU]"
"1954","59.417676849","10.61.68.21","172.217.167.14","TLSv1.3","1417","Application Data [TCP segment of a reassembled PDU]"
"1955","59.417685432","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1258977 Ack=12368 Win=53120 Len=0 TSval=174969702 TSecr=3371078270"
"1956","59.417695127","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1258977 Ack=13719 Win=51776 Len=0 TSval=174969702 TSecr=3371078270"
"1957","59.417703132","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1258977 Ack=15070 Win=50432 Len=0 TSval=174969702 TSecr=3371078276"
"1958","59.417710651","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1258977 Ack=16421 Win=49088 Len=0 TSval=174969702 TSecr=3371078276"
"1959","59.425368000","10.61.68.21","172.217.167.14","TLSv1.3","775","Application Data"
"1960","59.441885346","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1258977 Ack=17772 Win=47744 Len=0 TSval=174969742 TSecr=3371078320"
"1961","59.441920327","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1258977 Ack=19123 Win=46400 Len=0 TSval=174969742 TSecr=3371078320"
"1962","59.441930125","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1258977 Ack=20474 Win=45056 Len=0 TSval=174969752 TSecr=3371078320"
"1963","59.451904455","172.217.167.14","10.61.68.21","TCP","66","443  >  59334 [ACK] Seq=1258977 Ack=21183 Win=44352 Len=0 TSval=174969752 TSecr=3371078328"
"1964","59.538543666","172.217.167.14","10.61.68.21","TLSv1.3","323","Application Data"
"1965","59.549947519","172.217.167.14","10.61.68.21","TLSv1.3","253","Application Data"
"1966","59.550008386","172.217.167.14","10.61.68.21","TLSv1.3","335","Application Data"
"1967","59.550020633","172.217.167.14","10.61.68.21","TLSv1.3","105","Application Data"
"1968","59.550136361","10.61.68.21","172.217.167.14","TCP","66","59334  >  443 [ACK] Seq=21183 Ack=1259729 Win=1005312 Len=0 TSval=3371078453 TSecr=174969852"
